Projeto;Chave;Resumo;Tipo de item;Status;Prioridade;Resolução;Responsável;Relator;Criador;Criado;Última visualização;Atualizado(a);Resolvido;Versões afetadas;Versões corrigidas;Componentes;Data limite;Votos;Seguidores;Imagens;Estimativa original;Estimativa de trabalho restante;Tempo gasto;Razão Trabalhada;Subtarefas;Itens associados;Ambiente;Descrição_x;Nível de Segurança;Progresso;Σ de Progresso;Σ de Tempo Gasto;Σ da estimativa de trabalho restante;Σ da Estimativa Original;Categorias;Categoria do status alterada;Categoria do status;Pai;Actual end;Actual start;Approvers;Category;Change reason;Change risk;Change type;Dispositivo;Epic Color;Epic Link;Epic Name;Epic Status;Flagged;Impact;Indisponível ou Inoperante;Issue color;Formulários bloqueados;Formulários abertos;Organizations;Parent Link;Participantes;Project overview key;Project overview status;Rank;Request Type;Responsável pela execução;Sistema Operacional;Sprint;Start date;Status Prazo;Story Points;Story point estimate;Formulários enviados;Target end;Target start;Team;Formulários totais;Unidade;Versão do App;[CHART] Date of First Response;development;Tempo da Primeira Resposta;Tempo de Solução;Data do registro;Pessoa que fez o registro;Tipo;"#JIRA
Card";#Solicitud Quipux;Descrição_y;Equipe;Cliente;Estimativa (h);Versão;Data Pré;Data Produção;Observações;Producto;Unnamed: 13;Responsáveis;Unnamed: 14;Unnamed: 15;Unnamed: 11;Observação;#Solicitud;Produto;"Equipe/Analista
Responsável";"https://www.quipux.com/svn/Arquitectura/Arquitectura%20Script/084_Shopping_brasil/Scripts/SSDD/Back_Version_1.5
"
RJ - Comitê Técnico - Web;OABDRJ-140;Revisar régua de comunicação com Fernanda para certificar de enviar e-mail em caso de reagendamento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:21:00;;18/dez/23 2:22 PM;2023-12-18 14:21:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:21 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009dz:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-139;Campo observação não está trazendo a informação nos formulários abaixo:;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:21:00;;18/dez/23 2:21 PM;2023-12-18 14:21:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:21 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009dr:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-138;Label “Cidade de aplicação” no formulário assíncrono deve ser mudada para “Selecione sua cidade”;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:20:00;;18/dez/23 2:20 PM;2023-12-18 14:20:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:20 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009dj:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-137;Link da chamada continua ativo mesmo após atendimento síncrono;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:18:00;;26/jan/24 11:34 AM;2024-01-26 11:34:00;;;;22/dez/23;0;2;;;;;;;;;;;;;;;;QUIPUX;26/jan/24 11:34 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009db:;;;;;;;;;;;;Nenhum;;;;2024-01-18 09:28:00;;30;38;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-136;Mensagem apresentada no final da videochamada deve ser alterada para “O atendimento foi concluído”;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:12:00;;18/dez/23 2:14 PM;2023-12-18 14:12:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:12 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009cv:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-135;Incluir autocompletar nos campos de cidade, tanto no formulário síncrono como assíncrono.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:06:00;;18/dez/23 2:06 PM;2023-12-18 14:06:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:06 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009cn:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-180;Ambiente do Atende de teste não está abrindo;Bug;Concluído;Alta;Itens concluídos;Não atribuído;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-12-13 09:58:00;;28/dez/23 3:13 PM;2023-12-13 11:50:00;;;;;0;0;image-20231213-125650.png;;;;;;;;"Ao tentar conectar no ambiente de teste do Atende, está apresentando erro, como mostrado na imagem em anexo.

Observação: foi testado conectado e desconectado da VPN.";;;;;;;;13/dez/23 11:50 AM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i0095b:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-134;Apresentando erro, ao entrar na pagina para agendar;Bug;Concluído;Alta;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-12-08 14:23:00;;18/jan/24 12:08 PM;2024-01-18 12:08:00;;;;;0;0;Captura de tela 2023-12-08 115427.png;;;;;;;;Ao tentar entrar na pagina para agendamento do serviço síncrono através do ambiente de homologação está apresentando erro, segue imagem anexada.;;;;;;;bloqueante;18/jan/24 12:08 PM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i008z3:;;;;;;;;;;;;Nenhum;;;;;;0;40;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-133;Agendamento serviços síncronos indisponível no portal RJ digital;Bug;Concluído;Alta;Itens concluídos;Thiago Morina;poupatemporj-bangu;poupatemporj-bangu;2023-12-07 09:57:00;;24/jan/24 3:39 PM;2024-01-24 15:39:00;;;;;0;1;Photo 2023-12-07 09.56.31.jpg;;;;;;;;Não consigo agendar serviços síncronos pelo ambiente de produção do cidadão, quando tento agendar aparece que não tem pontos disponiveis para atendimento.;;;;;;;;24/jan/24 3:39 PM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i008yf:;;;;;;;;;;;;Nenhum;;;;;;0;48;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-132;campos picklist sem lista de valores;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-12-06 12:56:00;;18/jan/24 9:26 AM;2024-01-18 09:26:00;;;;;0;1;image-20231206-155439.png;;;;;;;;!image-20231206-155439.png|width=919,height=181!;;;;;;;;18/jan/24 9:26 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008sf:;;;;;;;;;;;;Nenhum;;;;;;0;42;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-131;botão cancelar não funciona;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-12-06 12:48:00;;08/fev/24 11:56 AM;2024-02-08 11:56:00;;;;;0;1;image-20231206-154653.png;;;;;;;;!image-20231206-154653.png|width=980,height=411!;;;;;;;QUIPUX;08/fev/24 11:56 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008s7:;;;;;;;;;;;;Nenhum;;;;;;0;63;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-130;Campo endereço do formulário com erro;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-12-06 12:45:00;;18/jan/24 8:58 AM;2024-01-18 08:58:00;;;;;0;1;image-20231206-154336.png;;;;;;;;"!image-20231206-154336.png|width=1135,height=318!

picklist do tipo da via não consta nada

não está puxando endereço pelo cep

os picklist de lista valores de estado e cidadão estão demorando para mostrar.

mesmo salvando o endereço o mesmo não salva na tela do formulário";;;;;;;;18/jan/24 8:58 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008rz:;;;;;;;;;;;;Nenhum;;;;;;0;42;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-129;Máscaras de campo incorretas e sem validação;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-12-06 11:11:00;;08/fev/24 11:56 AM;2024-02-08 11:56:00;;;;;0;1;image-20231206-141025.png;;;;;;;;"!image-20231206-141025.png|width=1217,height=217!

# máscara de telefone incorreta, orienta usuário a preencher formato incorreto.
# cor da letra de preenchimento do usuário e orientação é a mesma. Desta forma o usuário não sabe o que ele preencheu ou não.
# Não consta validação de formato, exemplo, deixa preencher e-mail sem @ ou número com qualquer quantidade de dígito. 
# Campos número com formato texto.";;;;;;;QUIPUX;08/fev/24 11:56 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008rj:;;;;;;;;;;;;Nenhum;;;;;;0;64;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-128;Textos em espanhol;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-12-06 11:07:00;;18/jan/24 8:54 AM;2024-01-18 08:54:00;;;;;0;1;image-20231206-140615.png;;;;;;;;;;;;;;;;18/jan/24 8:54 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008rb:;;;;;;;;;;;;Nenhum;;;;;;0;42;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-127;Apresentando erro ao solicitar serviço, após preencher dados e anexar documento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-11-28 14:36:00;;18/jan/24 12:06 PM;2024-01-18 12:06:00;;;;;0;1;image-20231128-173441.png;;;;;;;;!image-20231128-173441.png|width=1051,height=152!;;;;;;;bloqueante;18/jan/24 12:06 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008l3:;;;;;;;;;;;;Nenhum;;;;;;0;50;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-126;Não está aparecendo no menu do chatbot os serviços assíncronos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-11-28 14:28:00;;18/jan/24 9:51 AM;2024-01-18 09:51:00;;;;;0;2;image-20231128-172723.png;;;;;;;;!image-20231128-172723.png|width=355,height=488!;;;;;;;;18/jan/24 9:51 AM;Itens concluídos;Chatbot;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008kv:;;;;;;;;;;;;Nenhum;;;;2023-12-17 20:45:00;;19;50;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-125;"Botão ""sim"" do cancelar solicitação não está funcionando";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2023-11-28 14:23:00;;26/jan/24 11:35 AM;2024-01-26 11:35:00;;;;;0;1;image-20231128-172157.png;;;;;;;;!image-20231128-172157.png|width=999,height=506!;;;;;;;QUIPUX;26/jan/24 11:35 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i008kn:;;;;;;;;;;;;Nenhum;;;;;;0;58;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-124;Dados de contato: Telefone fixo deve ser opcional;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-10 08:52:00;;23/nov/23 11:20 PM;2023-11-23 23:20:00;;;;;0;1;Relatório testes Fluxo Assíncrono (7).png;;;;;;;;"Dados de contato:
Telefone fixo (opcional)
Telefone celular (obrigatório)
Telefone trabalho (opcional)";;;;;;;;23/nov/23 11:20 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0085z:;;;;;;;;;;;;Nenhum;;;;;;0;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-123;Lista de municípios do RJ incorreta;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-10 08:47:00;;23/nov/23 11:20 PM;2023-11-23 23:20:00;;;;;0;2;Relatório testes Fluxo Assíncrono (6).png;;;;;;;;"Municípios Rio de Janeiro em ordem alfabética:
1 Angra dos Reis 
2 Aperibé 
3 Araruama 
4 Areal 
5 Armação dos Búzios 
6 Arraial do Cabo 
7 Barra do Piraí 
8 Barra Mansa 
9 Belford Roxo 
10 Bom Jardim 
11 Bom Jesus do Itabapoana 
12 Cabo Frio 3300704 
13 Cachoeiras de Macacu 
14 Cambuci 
15 Campos dos Goytacazes 
16 Cantagalo 
17 Carapebus 
18 Cardoso Moreira 
19 Carmo 
20 Casimiro de Abreu 
21 Comendador Levy Gasparian 
22 Conceição de Macabu 
23 Cordeiro 
24 Duas Barras 
25 Duque de Caxias 
26 Engenheiro Paulo de Frontin 
27 Guapimirim 
28 Iguaba Grande 
29 Itaboraí 
30 Itaguaí 
31 Italva 
32 Itaocara 
33 Itaperuna 
34 Itatiaia 
35 Japeri 
36 Laje do Muriaé 
37 Macaé 
38 Macuco 
39 Magé 
40 Mangaratiba 
41 Maricá 
42 Mendes 
43 Mesquita 
44 Miguel Pereira 
45 Miracema 
46 Natividade 
47 Nilópolis 
48 Niterói 
49 Nova Friburgo 
50 Nova Iguaçu 
51 Paracambi 
52 Paraíba do Sul 
53 Paraty 
54 Paty do Alferes 
55 Petrópolis 
56 Pinheiral 
57 Piraí 
58 Porciúncula 
59 Porto Real 
60 Quatis 
61 Queimados 
62 Quissamã 
63 Resende 
64 Rio Bonito 
65 Rio Claro 
66 Rio das Flores 
67 Rio das Ostras 
68 Rio de Janeiro 
69 Santa Maria Madalena 
70 Santo Antônio de Pádua 
71 São Fidélis 
72 São Francisco de Itabapoana 
73 São Gonçalo 
74 São João da Barra 
75 São João de Meriti 
76 São José de Ubá 
77 São José do Vale do Rio Preto 
78 São Pedro da Aldeia 
79 São Sebastião do Alto 
80 Sapucaia 
81 Saquarema 
82 Seropédica 
83 Silva Jardim 
84 Sumidouro 
85 Tanguá 
86 Teresópolis 
87 Trajano de Moraes 
88 Três Rios 
89 Valença 
90 Varre-Sai 
91 Vassouras 
92 Volta Redonda";;;;;;;;23/nov/23 11:20 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0085r:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:20:00;;13;13;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-122;Corrigir Texto de confirmação de solicitação;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 17:38:00;;23/nov/23 11:20 PM;2023-11-23 23:20:00;;;;;0;2;Relatório testes Fluxo Assíncrono (5).png;;;;;;;;"Sugestão: Sua solicitação foi enviada e já está com nossa equipe para análise. Aguarde atualizações neste portal.

Acesse Minhas Solicitações > Serviços em Andamento para acompanhar sua solicitação.";;;;;;;;23/nov/23 11:20 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0085j:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:20:00;;14;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-121;Botões de Cancelar e Próximo estão distantes do campo de visão;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 17:33:00;;23/nov/23 11:20 PM;2023-11-23 23:20:00;;;;;0;2;Relatório testes Fluxo Assíncrono (4).png;;;;;;;;Agrupar os botões Cancelar e Próximo a direita.;;;;;;;;23/nov/23 11:20 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0085b:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:20:00;;14;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-120;O formulário não informa quais campos faltam preencher;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 17:30:00;;23/nov/23 11:20 PM;2023-11-23 23:20:00;;;;;0;2;Relatório testes Fluxo Assíncrono (4).png;;;;;;;;"Ao finalizar o formulário, caso tenha ficado faltante algum campo de seleção, não é alertado que há campos a serem preenchidos, nem há qualquer sinalização do campo. 

Sugestão: Inserir mensagem no final de cada categoria de campo ‘'Todos os campos do formulário são obrigatórios’'";;;;;;;;23/nov/23 11:20 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00853:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:20:00;;14;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-119;Campo de escolaridade de responsável familiar apresenta irregularidades;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 17:14:00;;23/nov/23 11:19 PM;2023-11-23 23:19:00;;;;;0;1;Relatório testes Fluxo Assíncrono (3).png;;;;;;;;Campo de escolaridade de responsável familiar deve estar localizado no campo de dados complementares ao invés do campo de dados de contato. As opções estão divergentes a do formulário do órgão, a questão correta é: Nível de escolaridade: (_) Fundamental Incompleto (_) Fundamental Completo (_) Ensino Médio Incompleto (_) Ensino Médio Completo (_) Ensino Superior Incompleto (_) Ensino Superior Completo;;;;;;;;23/nov/23 11:19 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0084v:;;;;;;;;;;;;Nenhum;;;;;;0;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-118;Erros de português no Formulário Minha Casa Minha Vida;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 16:55:00;;23/nov/23 11:19 PM;2023-11-23 23:19:00;;;;;0;1;Relatório testes Fluxo Assíncrono (2).png;;;;;;;;"Errado: Mora com {color:#ff5630}c{color}uantos filhos?  Correto: Mora com quantos filhos?
Errado: Tem caso de Microcefalia no meio familiar   Correto: Tem caso de microcefalia no meio familiar{color:#ff5630}?{color}";;;;;;;;23/nov/23 11:19 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i006uy:i;;;;;;;;;;;;Nenhum;;;;;;0;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-117;A data de nascimento não é formatada no input de calendário ao ser digitada;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 15:32:00;;23/nov/23 11:19 PM;2023-11-23 23:19:00;;;;;0;2;Relatório testes Fluxo Assíncrono (1).png;;;;;;;;O calendário é complexo para navegação (necessário retornar ate o ano desejado utilizando o botão anterior ou próximo). E não possibilita digitar a data.;;;;;;;;23/nov/23 11:19 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i006uy:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:19:00;;14;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-116;Campos do Formulário Minha Casa Minha Vida não são selecionáveis;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Thalles de Farias Pacheco;Thalles de Farias Pacheco;2023-11-09 15:21:00;;23/nov/23 11:19 PM;2023-11-23 23:19:00;;;;;0;2;Relatório testes Fluxo Assíncrono.png;;;;;;;;No formulário de serviço assíncrono Solicitar Cadastro do Programa Minha Casa Minha Vida os campos Profissão, Raça e Grupos Tradicionais estão sem opções para seleção.;;;;;;;;23/nov/23 11:19 PM;Itens concluídos;Área logada Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i006ux:;;;;;;;;;;;;Nenhum;;;;2023-11-23 23:19:00;;14;14;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-115;No e-mail de lembrança de avaliação, está pedindo código de avaliação;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-10-26 15:44:00;;05/mar/24 9:32 AM;2024-03-05 09:32:00;;;;;0;2;WhatsApp Image 2023-10-26 at 15.24.47.jpeg;;;;;;;;"Quando o cidadão não avalia ao final do atendimento, e  ele recebe o e-mail que pede para ele avaliar, porém o link direciona ele para tela pedindo código de avaliação.

!WhatsApp Image 2023-10-26 at 15.24.47.jpeg|width=473,height=1024!";;;;;;;QUIPUX;05/mar/24 9:32 AM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i007qf:;;;;;;;;;;;;Nenhum;;;;2024-01-18 10:21:00;;83;130;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-114;Se o cidadão fechar a página sem avaliar, o atendente fica preso ao atendimento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-10-20 10:48:00;;18/jan/24 4:48 PM;2024-01-18 16:48:00;;;;;0;2;Problema de travar o atende.png;;;;;;;;"Foi verificado que ao final do atendimento, caso o cidadão feche a página sem avaliar o atendimento, o atendente ficará preso na tela de aviso, tendo que fechar a página e retornar novamente (não adianta atualizar a página).

Avaliamos que não há necessidade de travar a tela do atendente, apenas que haja a possibilidade do cidadão realizar a avaliação antes do atendente clicar em finalizar a chamada.

!Problema de travar o atende.png|width=946,height=463!";;;;;;;;18/jan/24 4:48 PM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i007cn:;;;;;;;;;;;;Nenhum;;;;2024-01-18 10:20:00;;89;90;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-113;Falha ao compartilhar tela;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-10-17 08:46:00;;18/jan/24 10:15 AM;2024-01-18 10:15:00;;;;;0;1;falha de compartilhamento.png;;;;;;;;"Não está sendo possível o compartilhamento de tela pelo computador, tanto pelo navegador Edge, quanto pelo Chrome.

A falha está ocorrendo tanto na interface do atendente quanto na do cidadão.

Obs: Não aparece nenhuma mensagem de erro, quando isso ocorre.

Segue print da tela de quem está compartilhando.

!falha de compartilhamento.png|width=1025,height=593!";;;;;;;;18/jan/24 10:15 AM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0079b:;;;;;;;;;;;;Nenhum;;;;;;0;93;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-110;Acessibilidade: o modo noturno não esta dando leitura dos textos da interface;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Eduardo Soares de Oliveira;Eduardo Soares de Oliveira;2023-10-11 13:59:00;;22/fev/24 11:28 AM;2024-02-22 11:28:00;;;;;0;3;image-20240118-111919.png;;;;;;;;!image-20240118-111919.png|width=199,height=494!;;;;;;;QUIPUX;22/fev/24 11:28 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;;;;;;;;;0|i00713:;;;;;;;;;;;;Nenhum;;;;2024-01-18 08:21:00;;98;133;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-106;Ícone de check no formulário não fica verde mesmo após o preenchimento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Eduardo Soares de Oliveira;Eduardo Soares de Oliveira;2023-10-11 11:25:00;;22/fev/24 11:37 AM;2024-02-22 11:37:00;;;;;0;2;image-20231011-142420.png;;;;;;;;"Mesmo após ter digitado todos os campos o ícone não fica verde.

!image-20240118-111646.png|width=195,height=466!

!image-20231011-142420.png|width=371,height=737!";;;;;;;QUIPUX;22/fev/24 11:37 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;;;;;;;;;0|i0070v:;;;;;;;;;;;;Nenhum;;;;2024-01-18 08:19:00;;98;134;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-105;Problema ao agendar uma videochamada;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Eduardo Soares de Oliveira;Eduardo Soares de Oliveira;2023-10-09 15:21:00;;24/jan/24 3:40 PM;2024-01-24 15:40:00;;;;;0;1;MicrosoftTeams-image (1).png;;;;;;;;"No momento do agendamento é necessário que o cidadão selecione o dia posterior, e volte para o dia atual, para que ele consiga visualizar a agenda do dia. 

!MicrosoftTeams-image.png|width=854,height=402!

Ao fazer isso ainda é apresentado horários que não fazem parte da grade de agendamento.

!MicrosoftTeams-image (1).png|width=380,height=454!";;;;;;;;24/jan/24 3:40 PM;Itens concluídos;;;;;;;;;;;;;;;;;;;;;;;;;0|i0070n:;;;;;;;;;;;;Nenhum;;;;;;0;107;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-104;No e-mail de confirmação poderia ter a opção de cancelar o agendamento;Melhoria;Concluído;Media;Itens concluídos;Fernanda  Rodrigues;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-10-06 11:43:00;;04/dez/23 4:25 PM;2023-12-04 16:25:00;;;;;0;5;;;;;;;;;;;;;;;;;04/dez/23 4:25 PM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i0070f:;;;;;;;;;;;;Nenhum;;;;2023-10-10 12:46:00;;4;59;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-102;Problemas ao digitar a data do agendamento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2023-10-06 11:19:00;;18/jan/24 8:17 AM;2024-01-18 08:17:00;;;;;0;3;;;;;;;;;"Ao digitar a data do agendamento, só habilita o campo de horário, se o cidadão pressionar Enter.

*Constatado no agendamento por computador.*";;;;;;;;18/jan/24 8:17 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i006zz:;;;;;;;;;;;;Nenhum;;;;2023-10-10 12:48:00;;4;103;;;;;;;;;;;;;;;;;;;;;;;;
